Gene Synonym,Gene name
FARSL,FARSA
FARSLA,FARSA
FARSLB,FARSB
FRSB,FARSB
PHEHB,FARSB
KIAA0971,FASTKD2
FLJ23274,FASTKD3
MGC5297,FASTKD3
FLJ13149,FASTKD5
DJ697P8.1,FAT1P1
CDHF14,FAT4
CDHR11,FAT4
FAT-J,FAT4
CT43,FATE1
FATE,FATE1
FAU1P,FAUP1
C6ORF168,FAXC
DJ273F20,FAXC
MGC2817,FAXC
C5ORF4,FAXDC2
FLJ13758,FAXDC2
FIB,FBL
FLRN,FBL
NOP1,FBL
RNU3IP1,FBL
FBLN,FBLN1
FBP,FBP1
FBS,FBRS
FBS1,FBRS
FLJ11618,FBRS
FBL3,FBXL3
FBL3A,FBXL3
FBXL3A,FBXL3
FBL4,FBXL4
FBL5,FBXL4
FBL4,FBXL5
FBL5,FBXL5
FLR1,FBXL5
FBL6,FBXL6
FBL6,FBXL7
FBL7,FBXL7
KIAA0840,FBXL7
FBL8,FBXL8
FBL12,FBXL12
FLJ20188,FBXL12
FBL15,FBXL15
FBXO37,FBXL15
MGC11279,FBXL15
CXXC11,FBXL19
DKFZP434K0410,FBXL19
FBL19,FBXL19
JHDM1C,FBXL19
MGC125469,FBXL19-AS1
MGC125470,FBXL19-AS1
MGC125472,FBXL19-AS1
NCRNA00095,FBXL19-AS1
FBL2,FBXL20
FBL20,FBXL20
MGC15482,FBXL20
FBL21,FBXL21P
FBL3B,FBXL21P
FBXL21,FBXL21P
FBXL3B,FBXL21P
FBXL3P,FBXL21P
FBL22,FBXL22
FLJ39626,FBXL22
FBX4,FBXO4
EMI1,FBXO5
FBX5,FBXO5
FBXO31,FBXO5
FBX,FBXO7
FBX7,FBXO7
PARK15,FBXO7
FBS,FBXO8
FBX8,FBXO8
FBX9,FBXO9
NY-REN-57,FBXO9
FBX10,FBXO10
FBX15,FBXO15
MGC39671,FBXO15
FBG4,FBXO17
FBX17,FBXO17
FBXO26,FBXO17
FLJ11798,FBXO17
FLJ25205,FBXO17
MGC9379,FBXO17
FBX25,FBXO25
FBX30,FBXO30
MGC21674,FBXO30
ATROGIN1,FBXO32
FBX32,FBXO32
MAFBX,FBXO32
FBX34,FBXO34
FLJ20725,FBXO34
CT144,FBXO39
FBX39,FBXO39
MGC35179,FBXO39
FBX42,FBXO42
KIAA1332,FBXO42
FBX43,FBXO43
FBX45,FBXO45
FBW2,FBXW2
FWD2,FBXW2
MD6,FBXW2
DACTYLIN,FBXW4
FBW4,FBXW4
SHFM3,FBXW4
FBW3,FBXW4P1
FBXW3,FBXW4P1
SHFM3P1,FBXW4P1
DKFZP434B205,FBXW5
FBW5,FBXW5
MGC20962,FBXW5
FBW6,FBXW8
FBW8,FBXW8
FBX29,FBXW8
FBXO29,FBXW8
FBW9,FBXW9
MEC-15,FBXW9
MGC10870,FBXW9
C17ORF1,FBXW10
C17ORF1A,FBXW10
FBW10,FBXW10
HREP,FBXW10
SM2SH2,FBXW10
CDRT1,FBXW10B
FBXW10P1,FBXW10B
HREP,FBXW10B
SM25H2,FBXW10B
BTRC2,FBXW11
BTRCP2,FBXW11
FBW11,FBXW11
FBW1B,FBXW11
FBXW1B,FBXW11
HOS,FBXW11
KIAA0696,FBXW11
BTRC2P,FBXW11P1
FBXW1BP,FBXW11P1
FBXW1BP1,FBXW11P1
CD89,FCAR
FCALPHAR,FCAR
FCALPHARI,FCAR
FCE1A,FCER1A
FCEPSILONRIALPHA,FCER1A
FCERIA,FCER1A
CD23,FCER2
CD23A,FCER2
CLEC4J,FCER2
FCE2,FCER2
FCEPSILONRII,FCER2
FCERII,FCER2
BKA,FCF1
C14ORF111,FCF1
CGI-35,FCF1
UTP24,FCF1
FC(GAMMA)BP,FCGBP
FCGAMMABP,FCGBP
FCGAMMARN,FCGRT
FCRN,FCGRT
FLJ00007,FCHSD1
KIAA0769,FCHSD2
SH3MD3,FCHSD2
FLJ39408,FCSK
FUK,FCSK
SQS,FDFT1
CHR39A,FDPSP1
FDPSL1,FDPSP1
FPSL1,FDPSP1
FDPSL2,FDPSP2
FDPSL2A,FDPSP2
FPSL2,FDPSP2
TCAG_1641456,FDPSP2
FDPSL3,FDPSP3
FPSL3,FDPSP3
CHR39B,FDPSP4
FDPSL4,FDPSP4
FPSL4,FDPSP4
CHR39C,FDPSP5
FDPSL5,FDPSP5
FPSL5,FDPSP5
FDPSP,FDPSP6
FDPSL2B,FDPSP7
ADX,FDX1
FDX,FDX1
ADXP1,FDX1P1
FDXP1,FDX1P1
FDXP2,FDX1P2
HCG_2033039,FDXACB1
LOC91893,FDXACB1
FECHP,FECHP1
FEM1DP,FEM1AP1
EUROIMAGE686608,FEM1C
EUROIMAGE783647,FEM1C
FEM1A,FEM1C
KIAA1785,FEM1C
FEN-1,FEN1
MF1,FEN1
RAD2,FEN1
FOXF1-AS1,FENDRR
LINCFOXF1,FENDRR
ONCO-LNCRNA-21,FENDRR
BA563A22B.1,FER1L4
C20ORF124,FER1L4
DJ309K20.1,FER1L4
C8ORFK23,FER1L6
C8ORF54,FER1L6-AS1
FLJ35721,FER1L6-AS1
C8ORF78,FER1L6-AS2
FLJ32770,FER1L6-AS2
C20ORF42,FERMT1
FLJ20116,FERMT1
KIND1,FERMT1
UNC112A,FERMT1
URP1,FERMT1
FERP,FERP1
FERPS,FERP1
FPS,FES
UNC-76,FEZ1
FEZL,FEZF2
FKSG36,FEZF2
FLJ10142,FEZF2
TOF,FEZF2
ZFP312,FEZF2
ZNF312,FEZF2
FFA3R,FFAR3
GPR41,FFAR3
GPR120,FFAR4
GPR129,FFAR4
O3FAR1,FFAR4
PGR4,FFAR4
FGDY,FGD1
ZFYVE3,FGD1
FLJ00004,FGD3
ZFYVE5,FGD3
FLJ00274,FGD5
FLJ39957,FGD5
ZFYVE23,FGD5
FLJ11183,FGD6
ZFYVE24,FGD6
AFGF,FGF1
ECGF,FGF1
ECGF-BETA,FGF1
ECGFA,FGF1
ECGFB,FGF1
FGF-ALPHA,FGF1
FGFA,FGF1
GLIO703,FGF1
HBGF1,FGF1
HBGF-3,FGF3
INT2,FGF3
KGF,FGF7
HST283,FGF7P1
FGF7L,FGF7P2
AIGF,FGF8
RP11-473L15.2,FGF10-AS1
FHF3,FGF11
FLJ16061,FGF11
MGC102953,FGF11
MGC45269,FGF11
FHF4,FGF14
SCA27,FGF14
MF4,FGF16
FGF-13,FGF17
FGF-18,FGF18
ZFGF5,FGF18
FGFBP,FGFBP1
HBP17,FGFBP1
KSP37,FGFBP2
DKFZP564O1863,FGFR1OP2
D84394.2,FGFR3P1
FGFR3P,FGFR3P1
FGFR6,FGFR3P1
HFREP-1,FGL1
HPS,FGL1
PT49,FGL2
T49,FGL2
INF1,FHDC1
KIAA1727,FHDC1
FAM160A1,FHIP1A
FHIP-L,FHIP1A
FLJ43373,FHIP1A
FAM160A1-DT,FHIP1A-DT
RP11-610P16.1,FHIP1A-DT
FAM160B2,FHIP2B
FLJ21801,FHIP2B
RAI16,FHIP2B
BA535K18.1,FHL1
FHL1B,FHL1
FLH1A,FHL1
KYO-T,FHL1
MGC111107,FHL1
SLIM1,FHL1
XMPMA,FHL1
DRAL,FHL2
SLIM3,FHL2
FHOS,FHOD1
FHOS2,FHOD3
FLJ22297,FHOD3
FLJ22717,FHOD3
KIAA1695,FHOD3
FLJ14810,FIBCD1
MGC24932,FIBIN
FGFIBP,FIBP
ALS11,FIG4
CMT4J,FIG4
DJ249I4.1,FIG4
HSAC3,FIG4
KIAA0274,FIG4
SAC3,FIG4
FILIP,FILIP1
KIAA1275,FILIP1
CGI-135,FIS1
H_NH0132A01.6,FIS1
TTC11,FIS1
FIT1,FITM1
C20ORF142,FITM2
DJ881L22.2,FITM2
FIT2,FITM2
FLJ14768,FIZ1
ZNF798,FIZ1
FLJ22416,FJX1
FLJ25593,FJX1
FKBP-12,FKBP1A
FKBP1,FKBP1A
FKBP12,FKBP1A
FKBP12C,FKBP1A
PKC12,FKBP1A
PPIASE,FKBP1A
FKBP1P1,FKBP1AP1
FKBP1P2,FKBP1AP2
FKBP1P3,FKBP1AP3
FKBP1P4,FKBP1AP4
BA184C23.2,FKBP1C
FKBP-13,FKBP2
FKBP13,FKBP2
PPIASE,FKBP2
FKBP4P4,FKBP4P6
FKBP4P5,FKBP4P6
FKBP4P3,FKBP4P7
FKBP51,FKBP5
FKBP54,FKBP5
P54,FKBP5
PPIASE,FKBP5
PTG-10,FKBP5
FKBP19,FKBP11
FKBP22,FKBP14
FLJ20731,FKBP14
FKBP133,FKBP15
KIAA0674,FKBP15
PPP1R76,FKBP15
WAFL,FKBP15
DIR1,FKBPL
NG7,FKBPL
WISP39,FKBPL
FCMD,FKTN
LGMD2M,FKTN
BHD,FLCN
DENND8B,FLCN
MGC17998,FLCN
MGC23445,FLCN
FLG-1,FLG
FLG1,FLG
IFPS,FLG2
FLI,FLII
FLI1,FLII
FLIL,FLII
MGC39265,FLII
ABP-280,FLNA
FLN,FLNA
FLN1,FLNA
OPD1,FLNA
OPD2,FLNA
FLT,FLT1
VEGFR1,FLT1
CD135,FLT3
FLK2,FLT3
STK1,FLT3
C14ORF58,FLVCR2
CCT,FLVCR2
FLJ20371,FLVCR2
MFSD7C,FLVCR2
SLC49A2,FLVCR2
DKFZP761A132,FLYWCH1
C7ORF55,FMC1
HSPC268,FMC1
C7ORF55-LUC7L2,FMC1-LUC7L2
DKFZP686C2281,FMN1
FLJ45135,FMN1
FMN,FMN1
LD,FMN1
MGC125288,FMN1
MGC125289,FMN1
FMRP,FMR1
FRAXA,FMR1
MGC87458,FMR1
POF,FMR1
POF1,FMR1
ASFMR1,FMR1-AS1
FMR1-AS,FMR1-AS1
FMR1AS,FMR1-AS1
FMR4,FMR1-AS1
CT37,FMR1NB
FLJ25736,FMR1NB
NY-SAR-35,FMR1NB
KIAA1014,FNBP4
BA243O10.1,FNDC1
DJ322A24.1,FNDC1
FNDC2,FNDC1
KIAA1866,FNDC1
BA203I16.5,FNDC3A
FNDC3,FNDC3A
KIAA0970,FNDC3A
DKFZP762K137,FNDC3B
FAD104,FNDC3B
FLJ23399,FNDC3B
PRO4979,FNDC3B
YVTM2421,FNDC3B
C5ORF40,FNDC9
MGC27121,FNDC9
C20ORF195,FNDC11
MGC5356,FNDC11
FNIPL,FNIP2
KIAA1450,FNIP2
MAPO1,FNIP2
FPTA,FNTA
PGGT1A,FNTA
PTAR2,FNTA
FNTAL2,FNTAP2
FPTB,FNTB
FLJ20375,FOCAD
KIAA1797,FOCAD
FOLH,FOLH1
GCP2,FOLH1
GCPII,FOLH1
NAALAD1,FOLH1
NAALADASE,FOLH1
PSM,FOLH1
PSMA,FOLH1
FOLR,FOLR1
FRA,FOLR1
FOLR1P,FOLR1P1
AP-1,FOS
C-FOS,FOS
FRA-1,FOSL1
HNF3B,FOXA2
HNF3G,FOXA3
FKH5,FOXB1
HFKH-5,FOXB1
BA159H20.4,FOXB2
ARA,FOXC1
FKHL7,FOXC1
FREAC3,FOXC1
IGDA,FOXC1
IHG1,FOXC1
IRID1,FOXC1
FKHL14,FOXC2
MFH-1,FOXC2
FKHL8,FOXD1
FREAC4,FOXD1
TCONS_00009423,FOXD1-AS1
FKHL9,FOXD4
FOXD4A,FOXD4
FREAC5,FOXD4
FOXD6,FOXD4L3
OTTHUMG00000019959,FOXD4L3
FKHL15,FOXE1
FOXE2,FOXE1
HFKH4,FOXE1
TITF2,FOXE1
TTF-2,FOXE1
FKHL5,FOXF1
FREAC1,FOXF1
FKHL6,FOXF2
FREAC2,FOXF2
FOXG1-AS,FOXG1-AS1
FAST1,FOXH1
FKHL10,FOXI1
FREAC6,FOXI1
FLJ46831,FOXI2
FKHL13,FOXJ1
HFH-4,FOXJ1
HFH4,FOXJ1
KIAA1041,FOXJ3
IMAGE:5164497,FOXK1
ILF,FOXK2
ILF1,FOXK2
FKH6,FOXL1
FKHL11,FOXL1
FREAC7,FOXL1
C14ORF116,FOXN3
CHES1,FOXN3
PRO1768,FOXN3-AS2
FKH1,FOXO1
FKHR,FOXO1
FOXO1A,FOXO1
FKHRP1,FOXO1B
AF6Q21,FOXO3
FKHRL1,FOXO3
FOXO2,FOXO3
FOXO3A,FOXO3
AFX1,FOXO4
MLLT7,FOXO4
HFH1,FOXQ1
FOXN6,FOXR2
MGC21658,FOXR2
ERFAD,FOXRED2
FLJ23322,FOXRED2
FKHL18,FOXS1
FREAC10,FOXS1
ALX,FPR2
ALXR,FPR2
FMLP-R-II,FPR2
FMLPX,FPR2
FPR2A,FPR2
FPRH2,FPR2
FPRL1,FPR2
HM63,FPR2
LXA4R,FPR2
FMLPY,FPR3
FPRH1,FPR3
FPRL2,FPR3
RMLP-R-I,FPR3
C10ORF4,FRA10AC1
C9ORF143,FREM1
C9ORF145,FREM1
C9ORF154,FREM1
DKFZP686M16108,FREM1
FLJ25461,FREM1
TILRR,FREM1
DKFZP686J0811,FREM2
C11ORF94,FREY1
FREY,FREY1
FRG1A,FRG1
FSG1,FRG1
BA348I14.2,FRG1BP
C20ORF80,FRG1BP
FRG1B,FRG1BP
FRG2A,FRG2
LNCRNA-AP001631.9,FRGCA
GTK,FRK
PTK5,FRK
RAK,FRK
EPB41L4O,FRMD3
MGC20553,FRMD3
GRSP1,FRMD4B
KIAA1013,FRMD4B
MGC14161,FRMD5
C14ORF31,FRMD6
EX1,FRMD6
MGC17921,FRMD6
WILLIN,FRMD6
FLJ43346,FRMD7
NYS,FRMD7
NYS1,FRMD7
FKSG43,FRMD8P1
FRMD2,FRMPD1
KIAA0967,FRMPD1
MGC35285,FRMPD2
PDZD5C,FRMPD2
PDZK5C,FRMPD2
KIAA1817,FRMPD3
RP5-1070B1.1,FRMPD3
KIAA0316,FRMPD4
PDZD10,FRMPD4
PDZK10,FRMPD4
C9ORF4,FRRS1L
CG-6,FRRS1L
FRS2B,FRS3
FRS2BETA,FRS3
SNT-2,FRS3
13CDNA73,FRY
BA37E23.1,FRY
C13ORF14,FRY
CG003,FRY
C14ORF155,FSCB
DKFZP434F1017,FSCB
FLJ38511,FSCN1
P55,FSCN1
SNL,FSCN1
RFSN,FSCN2
RP30,FSCN2
CCDC10,FSD1L
CSDUFD1,FSD1L
FSD1CL,FSD1L
FSD1NL,FSD1L
RP11-127F21,FSD2
SPRYD1,FSD2
FSHRO,FSHR
LGR1,FSHR
ODG1,FSHR
FS,FST
DKFZP566D234,FSTL5
KIAA1263,FSTL5
FTHL1,FTH1P1
FTHL2,FTH1P2
FTHL4,FTH1P4
FTHL5,FTH1P5
FTHP1,FTH1P5
FTHL7,FTH1P7
FTHL8,FTH1P8
FTHL10,FTH1P10
FTHL11,FTH1P11
FTHL12,FTH1P12
FTHL13,FTH1P13
FTHP3,FTH1P13
FTHL15,FTH1P15
FTH2,FTH1P16
FTHL16,FTH1P16
FTHL19,FTH1P19
FTHL20,FTH1P20
FTHL21,FTH1P21
FTHP2,FTH1P21
FTHL22,FTH1P22
FTHL25,FTH1P25
FTHL26,FTH1P26
CT38,FTHL17
FTH1P18,FTHL18P
FTHL18,FTHL18P
MGC71996,FTL
NBIA3,FTL
BA465L10.3,FTLP1
FTLP,FTLP1
FTLL2,FTLP2
DJ681N20.2,FTLP3
FTLL1,FTLP3
MTF,FTMT
CDLIV,FTSJ1
JM23,FTSJ1
MRX44,FTSJ1
MRX9,FTSJ1
SPB1,FTSJ1
TRM7,FTSJ1
TRMT7,FTSJ1
DJ20N2.5,FUCA2
MGC1314,FUCA2
MGC51029,FUNDC1
DC44,FUNDC2
HCBP6,FUNDC2
FUNDC2P,FUNDC2P1
C10ORF125,FUOM
FLJ26016,FUOM
FUCM,FUOM
FUCU,FUOM
FUR,FURIN
PACE,FURIN
PCSK3,FURIN
SPC1,FURIN
ALS6,FUS
FUS1,FUS
HNRNP-P2,FUS
HNRNPP2,FUS
TLS,FUS
CD174,FUT3
LE,FUT3
FUC-TIX,FUT9
MGC33202,FUT11
CPLANE3,FUZ
FLJ22688,FUZ
FY,FUZ
CYAY,FXN
FA,FXN
FARR,FXN
FRDA,FXN
X25,FXN
FRDAP,FXNP1
PLM,FXYD1
CHIF,FXYD4
OIT2,FXYD5
FXYD8,FXYD6P3
ADAP,FYB1
FYB,FYB1
FYB-120/130,FYB1
SLAP-130,FYB1
DKFZP564G072,FZD1
FLJ20333,G2E3
KIAA1333,G2E3
PHF7B,G2E3
CAT1647,G2E3-AS1
G3BP,G3BP1
HDH-VIII,G3BP1
KIAA0660,G3BP2
G6PC,G6PC1
G6PT,G6PC1
GSD1A,G6PC1
IGRP,G6PC2
G6PD1,G6PD
APG8L,GABARAPL1
ATG8B,GABARAPL1
ATG8L,GABARAPL1
GEC1,GABARAPL1
ATG8,GABARAPL2
ATG8C,GABARAPL2
GATE-16,GABARAPL2
GATE16,GABARAPL2
GEF2,GABARAPL2
GPRC3A,GABBR1
HGB1A,GABBR1
GABABR2,GABBR2
GPR51,GABBR2
GPRC3B,GABBR2
HG20,GABBR2
E4TF1-60,GABPA
E4TF1A,GABPA
NFT2,GABPA
NRF2,GABPA
NRF2A,GABPA
E4TF1-47,GABPB1
GABPB,GABPB1
GABPB2,GABPB1
FLJ10038,GABPB1-IT1
MGC29891,GABPB2
EJM5,GABRA1
AC096655.1-002,GACAT1
LINC00876,GACAT1
HMLINCRNA717,GACAT2
MTCL1-AS1,GACAT2
GAD65,GAD2
DKFZP566B133,GADD45B
GADD45BETA,GADD45B
MYD118,GADD45B
CR6,GADD45G
DDIT2,GADD45G
GADD45GAMMA,GADD45G
GRP17,GADD45G
CKBBP2,GADD45GIP1
CKBETABP2,GADD45GIP1
CRIF1,GADD45GIP1
MGC4667,GADD45GIP1
MGC4758,GADD45GIP1
PLINP-1,GADD45GIP1
PLINP1,GADD45GIP1
PRG6,GADD45GIP1
CT4.1,GAGE1
CT4.2,GAGE2A
GAGE2,GAGE2A
GAGE8,GAGE2E
OTTHUMG00000024136,GAGE10
OTTHUMG00000024142,GAGE12B
OTTHUMG00000024144,GAGE12C
OTTHUMG00000024145,GAGE12D
OTTHUMG00000024146,GAGE12E
OTTHUMG00000024147,GAGE12F
OTTHUMG00000024148,GAGE12G
OTTHUMG00000024149,GAGE12H
GAGE11,GAGE12J
OTTHUMG00000024137,GAGE12J
GAGE12A,GAGE13
OTTHUMG00000024138,GAGE13
GAL-GMAP,GAL
GALN,GAL
GLNN,GAL
GMAP,GAL
CST,GAL3ST1
GP3ST,GAL3ST2
GAL3ST2,GAL3ST3
FLJ12116,GAL3ST4
GK2,GALK2
GALNAC-T1,GALNT1
GALNAC-T5,GALNT5
GALNAC-T6,GALNT6
GALNAC-T9,GALNT9
GALNAC-T10,GALNT10
GALNAC-T11,GALNT11
GALNAC-T13,GALNT13
KIAA1918,GALNT13
FLJ12691,GALNT14
GALNAC-T10,GALNT14
GALNAC-T14,GALNT14
GALNAC-T18,GALNT18
GALNT15,GALNT18
GALNTL4,GALNT18
MGC71806,GALNT18
GALNR,GALR1
GALNR1,GALR1
GALNR2,GALR2
PIG2,GAMT
TP53I2,GAMT
GAN1,GAN
GIG,GAN
KLHL16,GAN
GAPDHL2,GAPDHP1
GAPDL2,GAPDHP1
GAPDP1,GAPDHP1
DJ585I14.1,GAPDHP2
GAPDP2,GAPDHP2
GAPDP14,GAPDHP14
B55C20.4,GAPDHP15
GAPDH-LP,GAPDHP15
GAPDP15,GAPDHP15
GAPDP16,GAPDHP16
GAPDHP18,GAPDHP17
GAPDHL3,GAPDHP59
GAPDL3,GAPDHP59
GAPDHL4,GAPDHP60
GAPDL4,GAPDHP60
GAPDHL6,GAPDHP61
GAPDL6,GAPDHP61
GAPDHL7,GAPDHP62
GAPDL7,GAPDHP62
GAPDHL8,GAPDHP63
GAPDL8,GAPDHP63
GAPDHL9,GAPDHP64
GAPDL9,GAPDHP64
GAPDHL10,GAPDHP65
GAPDL10,GAPDHP65
GAPDHL11,GAPDHP66
GAPDL11,GAPDHP66
GAPDHL12,GAPDHP67
GAPDL12,GAPDHP67
GAPDHL13,GAPDHP68
GAPDL13,GAPDHP68
GAPDHL14,GAPDHP69
GAPDL14,GAPDHP69
GAPDHL16,GAPDHP71
GAPDL16,GAPDHP71
GAPDHL18,GAPDHP72
GAPDL18,GAPDHP72
GAPDHL19,GAPDHP73
GAPDL19,GAPDHP73
LINC01540,GAPLINC
LNCRNA-UC002KMD.1,GAPLINC
RP11-838N2.4,GAPLINC
TCONS_00026238,GAPLINC
DKFZP434C212,GAPVD1
KIAA1521,GAPVD1
NOLA1,GAR1
C18ORF11,GAREM1
FAM59A,GAREM1
FLJ21610,GAREM1
GAREM,GAREM1
FAM71BP1,GARIN3P1
C19ORF16,GARIN5B
DKFZP434G1729,GARIN5B
FAM71E2,GARIN5B
BA356B19.1,GARNL3
DKFZP761J1523,GARNL3
KIAA0355,GARRE1
CMT2D,GARS1
DSMAV,GARS1
GARS,GARS1
GLYRS,GARS1
SMAD1,GARS1
GARS-AIRS-GART,GART
PGFT,GART
PRGS,GART
GAR22,GAS2L1
AXLLG,GAS6
AXSF,GAS6
DKFZP666G247,GAS6
FLJ34709,GAS6
FLJ44054,GAS6-DT
GAS6-AS2,GAS6-DT
DRC4,GAS8
GAS11,GAS8
C16ORF3,GAS8-AS1
GASL1,GASAL1
C4ORF18,GASK1B
DKFZP434L142,GASK1B
ENED,GASK1B
FAM198B,GASK1B
FLJ38155,GASK1B
FAM198B-AS1,GASK1B-AS1
BB379O24.1,GATA5
GATAS,GATA5
BM742401,GATA6-AS1
LOCUS5689,GATA6-AS1
FLJ22489,GATAD1
ODAG,GATAD1
RG083M05.2,GATAD1
P66BETA,GATAD2B
PET112,GATB
PET112L,GATB
15E1.2,GATC
FLJ37000,GATC
FLJ34283,GATD1
PDDC1,GATD1
C21ORF33,GATD3
D21S2048E,GATD3
ES1,GATD3
GATD3A,GATD3
GT335,GATD3
HES1,GATD3
KNP-I,GATD3
KNP-IA,GATD3
KNPH,GATD3
KNPI,GATD3
AGAT,GATM
GBA,GBA1
GLUC,GBA1
AD035,GBA2
DKFZP762K054,GBA2
KIAA1605,GBA2
SPG46,GBA2
CBGL1,GBA3
GLUC,GBA3
KLRP,GBA3
ARF1GEF,GBF1
KIAA0248,GBF1
A3GALNT,GBGT1
FS,GBGT1
MGC44848,GBGT1
UDP-GALNAC,GBGT1
KBL,GCAT
GCATP,GCATP1
C2ORF3,GCFC2
DNABF,GCFC2
GCF,GCFC2
TCF9,GCFC2
GGR,GCGR
DYT14,GCH1
DYT5,GCH1
DYT5A,GCH1
GCH,GCH1
GTPCH1,GCH1
GFRP,GCHFR
HST16933,GCHFR
GLCLR,GCLM
GCMA,GCM1
HGCMA,GCM1
GCMB,GCM2
HGCMB,GCM2
ACRC,GCNA
NAAR1,GCNA
C2GNT,GCNT1
NACGT2,GCNT1
NAGCT2,GCNT1
BA189K21.2,GCNT1P1
GCNT1P,GCNT1P1
BA360O19.2,GCNT2
BA421M1.1,GCNT2
CCAT,GCNT2
GCNT5,GCNT2
IGNT,GCNT2
II,GCNT2
NACGT1,GCNT2
NAGCT1,GCNT2
ULG3,GCNT2
BA421M1.3,GCNT2P1
GCNT2P,GCNT2P1
GCNT6,GCNT2P1
C20ORF105,GCNT7
DJ1153D9.2,GCNT7
GCET2,GCSAM
HGAL,GCSAM
MGC40441,GCSAM
LNC-ITM2C-1,GCSIR
CYPIN,GDA
GAH,GDA
CMT2K,GDAP1
CMT4,GDAP1
CMT4A,GDAP1
DJ776P7.1,GDAP2
FLJ20142,GDAP2
MACROD3,GDAP2
MIR16,GDE1
BMP-9,GDF2
BMP9,GDF2
BMP14,GDF5
CDMP1,GDF5
GDF5OS,GDF5-AS1
BMP13,GDF6
KFS,GDF6
KFS1,GDF6
SGM1,GDF6
BMP12,GDF7
BMP-3B,GDF10
BMP-11,GDF11
BMP11,GDF11
FLJ41411,GDI1
GDIL,GDI1
MRX41,GDI1
MRX48,GDI1
OPHN2,GDI1
RABGDIA,GDI1
XAP-4,GDI1
RABGDIB,GDI2
ATF1,GDNF
ATF2,GDNF
HFB1-GDNF,GDNF
GDNFOS,GDNF-AS1
FLJ20207,GDPD2
GDE3,GDPD2
OBDPF,GDPD2
MGC4171,GDPD3
GDE2,GDPD5
PP1665,GDPD5
C15ORF58,GDPGP1
KIR,GEM
SIP1,GEMIN2
FLJ23459,GEMIN6
FAM51A1,GEMIN8
FLJ20514,GEMIN8
FAM51A2P,GEMIN8P1
GEMIN8P,GEMIN8P1
FLJ40869,GEN1
GEN,GEN1
CHD5,GET1
WRB,GET1
ARSA-I,GET3
ASNA1,GET3
TRC40,GET3
C7ORF20,GET4
CEE,GET4
CGI-20,GET4
H_NH1244M04.5,GET4
TRC35,GET4
ALR,GFER
ERV1,GFER
HERV1,GFER
HPO1,GFER
HPO2,GFER
HSS,GFER
ZNF163B,GFI1B
ADG-90,GFOD1
C6ORF114,GFOD1
FLJ20330,GFOD1
GFAT2,GFPT2
GDNFR,GFRA1
GDNFRA,GFRA1
GFR-ALPHA-1,GFRA1
RET1L,GFRA1
RETL1,GFRA1
TRNR1,GFRA1
GDNFRB,GFRA2
NTNRA,GFRA2
RETL2,GFRA2
TRNR2,GFRA2
BA360D14.1,GFRAL
C6ORF144,GFRAL
GRAL,GFRAL
UNQ9356,GFRAL
FX,GFUS
P35B,GFUS
SDR4E1,GFUS
TSTA3,GFUS
KIAA1080,GGA2
VEAR,GGA2
A2LD1,GGACT
C7ORF24,GGCT
CRF21,GGCT
GCTG,GGCT
GGC,GGCT
MGC3077,GGCT
GATD10,GGH
DIF-3,GGNBP2
DIF3,GGNBP2
FLJ21230,GGNBP2
FLJ22561,GGNBP2
LZK1,GGNBP2
ZFP403,GGNBP2
ZNF403,GGNBP2
CD224,GGT1
D22S672,GGT1
D22S732,GGT1
GGT,GGT1
GGT,GGT2P
GGT2,GGT2P
GGT3,GGT3P
GGT-REL,GGT5
GGTLA1,GGT5
D20S101,GGT7
DJ18C9.2,GGT7
GGTL3,GGT7
GGTL5,GGT7
FLJ31276,GGT8P
GGT1P1,GGT8P
GGTA,GGTA1
GGTA1P,GGTA1
GLYT2,GGTA1
GGTA1P,GGTA2P
GLYT2L,GGTA2P
GLYT3,GGTA2P
HGT2,GGTA2P
DJ831C21.1,GGTLC1
DJ831C21.2,GGTLC1
GGTLA3,GGTLC1
GGTLA4,GGTLC1
GGTL4,GGTLC2
DERP2,GHITM
HSPC282,GHITM
MY021,GHITM
PTD010,GHITM
TMBIM5,GHITM
GHBP,GHR
GHRF,GHRH
GHRELIN,GHRL
MTLRP,GHRL
OBESTATIN,GHRL
GHRL-AS1,GHRLOS
NCRNA00068,GHRLOS
BA305P22.1,GID8
C20ORF11,GID8
FLJ20602,GID8
TWA1,GID8
LNCRNA-GIHCG,GIHCG
HIMAP1,GIMAP1
IAN2,GIMAP1
IMAP1,GIMAP1
IMAP38,GIMAP1
DKFZP586D0824,GIMAP2
HIMAP2,GIMAP2
IAN12,GIMAP2
IMAP2,GIMAP2
GIMAP3,GIMAP3P
IAN4P,GIMAP3P
C6ORF72,GINM1
DJ12G14.2,GINM1
KIAA0186,GINS1
PSF1,GINS1
PFS2,GINS2
PSF2,GINS2
FLJ13912,GINS3
PSF3,GINS3
C19ORF3,GIPC1
GIPC,GIPC1
GLUT1CBP,GIPC1
HS.6454,GIPC1
NIP,GIPC1
RGS19IP1,GIPC1
SEMCAP,GIPC1
SYNECTIN,GIPC1
TIP-2,GIPC1
FLJ20075,GIPC2
SEMCAP-2,GIPC2
CX46,GJA3
CZP3,GJA3
CX37,GJA4
CX58,GJA9
CX59,GJA9
GJA10,GJA9
CX62,GJA10
CMTX,GJB1
CMTX1,GJB1
CX32,GJB1
CX26,GJB2
DFNA3,GJB2
DFNB1,GJB2
